driver_id,month_column,gender,vetek,Age,km,Total_salary
4,2015-10,M,11.7,50.0,10574.022076793835,78885.11921452847
4,2015-11,M,11.7,50.0,8206.324818207506,45991.117157187204
4,2015-12,M,11.7,50.0,7520.064794483813,66119.35396884235
5,2015-01,M,4.7,29.0,9341.997890784638,61971.90135960188
5,2015-02,M,4.7,29.0,10712.937324523107,50386.80831866284
5,2015-03,M,4.7,29.0,9229.357202312076,56174.53269106021
5,2015-04,M,4.7,29.0,7543.501330079225,50765.784389341556
5,2015-05,M,4.7,29.0,6434.468332084727,47600.55650405575
5,2015-06,M,4.7,29.0,9603.61339722952,82654.84862489962
5,2015-07,M,4.7,29.0,2467.5953044061757,14182.483526223014
5,2015-07,M,4.7,30.0,4899.0856526705065,56755.098775340564
5,2015-08,M,4.7,30.0,7811.180761044229,46118.617602016675
5,2015-09,M,4.7,30.0,8443.454880468285,87282.68555216922
5,2015-10,M,4.7,30.0,7433.555156800664,81117.95512523806
5,2015-11,M,4.7,30.0,8737.322631004967,71909.61339384822
5,2015-12,M,4.7,30.0,8877.70701549493,62942.99630551369
6,2015-01,M,15.1,25.0,9194.292902771767,67653.09754107537
6,2015-02,M,15.1,25.0,8819.975308492369,57805.18243744162
6,2015-03,M,15.1,25.0,7381.335787003821,53228.30380560479
6,2015-04,M,15.1,25.0,8085.325232695241,61653.52394168617
6,2015-05,M,15.1,25.0,10090.52848817205,85607.97196046797
6,2015-06,M,15.1,25.0,7912.7445691645335,54993.42752216855
6,2015-07,M,15.1,25.0,7311.375124710209,54493.263220767425
6,2015-08,M,15.1,25.0,7468.459171614342,73072.96607153157
6,2015-09,M,15.1,25.0,7725.937684685862,50870.9524339281
6,2015-10,M,15.1,25.0,7006.632242725958,58110.48145967233
6,2015-10,M,15.1,26.0,2131.411961314361,10406.26832893512
6,2015-11,M,15.1,26.0,7139.149764369336,42548.230106618015
6,2015-12,M,15.1,26.0,7253.093602761344,58693.53405733908
7,2015-01,M,14.1,30.0,6133.818829314531,39463.43711282192
7,2015-02,M,14.1,30.0,8910.97516150726,75077.27008147334
7,2015-03,M,14.1,30.0,8473.091933567704,91300.46393150055
7,2015-04,M,14.1,30.0,8663.114862144863,84139.16647883994
7,2015-05,M,14.1,30.0,10078.747077799128,87577.98708856705
7,2015-06,M,14.1,30.0,8655.954281446175,52848.85280406597
7,2015-07,M,14.1,30.0,6799.586812127916,60079.79054445605
7,2015-07,M,14.1,31.0,5210.023283813389,29720.093148787
7,2015-08,M,14.1,31.0,7184.271988808522,71580.82214892977
7,2015-09,M,14.1,31.0,8761.049172144023,46822.68964253573
7,2015-10,M,14.1,31.0,7105.3883976637,43361.11816356522
7,2015-11,M,14.1,31.0,7832.729789279002,68187.23133833907
7,2015-12,M,14.1,31.0,9993.456905338984,76921.57352461899
8,2015-01,M,13.2,29.0,11094.178055619615,63874.92248328969
8,2015-02,M,13.2,29.0,11243.046737561946,88198.67655372847
8,2015-03,M,13.2,29.0,7814.907920890746,55255.04736933361
8,2015-04,M,13.2,29.0,8404.48072590036,63850.72367837983
8,2015-05,M,13.2,29.0,7243.493004948298,59045.43880809785
8,2015-06,M,13.2,29.0,7665.941576498868,46646.81372660243
8,2015-07,M,13.2,29.0,7568.522254155559,46636.38819592642
8,2015-08,M,13.2,29.0,5705.806350840564,48409.571632294785
8,2015-09,M,13.2,29.0,8299.9328380859,87026.76892224223
8,2015-10,M,13.2,29.0,9067.678466393063,89470.94039801923
8,2015-11,M,13.2,29.0,7028.153881861129,70832.1835108154
8,2015-11,M,13.2,30.0,537.241562008855,3795.8206962174663
8,2015-12,M,13.2,30.0,7480.802890877627,59139.81748748438
9,2015-01,M,8.9,40.0,8651.47632642753,58124.75484221692
9,2015-02,M,8.9,40.0,7470.617312792455,48566.16072641048
9,2015-03,M,8.9,40.0,8494.820056627193,85982.92218354774
9,2015-04,M,8.9,40.0,10516.795129252409,69504.04901928401
9,2015-05,M,8.9,40.0,8666.436131190409,65084.358165003825
9,2015-06,M,8.9,40.0,9787.895779399903,74189.47055572039
9,2015-07,M,8.9,40.0,7262.348251404302,44173.21070211693
9,2015-08,M,8.9,40.0,5768.157924069479,38818.99548669696
9,2015-09,M,8.9,40.0,7376.353842787739,51908.676269345364
9,2015-10,M,8.9,40.0,9791.44856152371,163527.30824120887
9,2015-11,M,8.9,40.0,5804.740552956287,44042.360643334665
9,2015-11,M,8.9,41.0,2019.2851288154966,17230.562496468236
9,2015-12,M,8.9,41.0,10179.713932874303,65483.358484409786
10,2015-01,M,6.4,35.0,7788.242988562244,59365.19406663876
10,2015-02,M,6.4,35.0,9156.93349769058,75235.73665842839
10,2015-03,M,6.4,35.0,6887.716212618163,61908.237968117486
10,2015-04,M,6.4,35.0,9003.572658652169,101970.38514807083
10,2015-05,M,6.4,35.0,5585.368007192454,43230.24258037795
10,2015-06,M,6.4,35.0,7059.742361992034,62780.73150601197
10,2015-07,M,6.4,35.0,11287.763573551747,168719.59063718558
10,2015-08,M,6.4,35.0,7052.958440194411,70291.95096398854
10,2015-09,M,6.4,35.0,8510.297742420576,64703.977792475554
10,2015-10,M,6.4,35.0,1698.605030168176,10697.670057709187
10,2015-10,M,6.4,36.0,6809.530004872764,39957.63339787479
10,2015-11,M,6.4,36.0,7752.771142329255,68476.7985913991
10,2015-12,M,6.4,36.0,7233.183654080197,53645.160777992845
12,2015-01,M,15.6,48.0,7666.5950191018055,47537.24820879098
12,2015-02,M,15.6,48.0,6505.686082682354,46343.948875365255
12,2015-03,M,15.6,48.0,5981.516294698247,69363.46361116676
12,2015-04,M,15.6,49.0,8258.029993671258,82418.56146625799
12,2015-05,M,15.6,49.0,7195.371636916944,64963.744986922866
12,2015-06,M,15.6,49.0,10466.23348710509,73866.17661888128
12,2015-07,M,15.6,49.0,10230.562378177116,73330.99914336702
12,2015-08,M,15.6,49.0,15197.085829526373,188701.63423355672
12,2015-09,M,15.6,49.0,10108.28278020769,65588.72793554633
12,2015-10,M,15.6,49.0,9003.36854144693,71948.45889193338
12,2015-11,M,15.6,49.0,7756.736198772821,64044.042948537164
12,2015-12,M,15.6,49.0,8318.480203355664,40387.38982788516
13,2015-01,M,15.2,33.0,8396.354847095361,56359.04691275876
13,2015-02,M,15.2,33.0,7545.226331354398,95790.38717754697
13,2015-03,M,15.2,33.0,7446.272790381961,39834.71665974364
13,2015-04,M,15.2,33.0,7070.340684457136,47761.06717209316
13,2015-05,M,15.2,33.0,7608.232006593027,53274.17002903942
13,2015-06,M,15.2,33.0,7448.819959112018,43870.28964054635
13,2015-07,M,15.2,33.0,8458.459818076934,54871.663287057505
13,2015-08,M,15.2,33.0,8058.525747900132,71370.76325563066
13,2015-09,M,15.2,33.0,9008.972258078858,59035.62010427707
13,2015-10,M,15.2,33.0,6475.767370281702,80657.3028812992
13,2015-11,M,15.2,34.0,9112.952218050103,49579.327316315925
13,2015-12,M,15.2,34.0,9904.508774709617,63620.51005421166
14,2015-01,M,1.7,46.0,8359.040285517625,72525.67207210422
14,2015-02,M,1.7,46.0,7632.592971410222,55954.141144378285
14,2015-03,M,1.7,46.0,10736.97156819403,64584.615105027
14,2015-04,M,1.7,46.0,10665.48746247361,93862.46804005756
14,2015-05,M,1.7,46.0,6253.7912720394415,39991.41959295232
14,2015-06,M,1.7,46.0,7087.776239442268,61400.315550307976
14,2015-07,M,1.7,46.0,1779.029810480119,11992.761590994642
14,2015-07,M,1.7,47.0,5913.292597037442,30723.613946752106
14,2015-08,M,1.7,47.0,7300.922828155556,58515.841524206844
14,2015-09,M,1.7,47.0,14486.982957147615,54514.773379326405
14,2015-10,M,1.7,47.0,9903.436176213827,110698.75263214437
14,2015-11,M,1.7,47.0,9226.52783442465,91726.61636114282
14,2015-12,M,1.7,47.0,8628.715816469032,48807.95224093446
15,2015-01,M,4.2,24.0,12897.16587239727,79543.07108147851
15,2015-02,M,4.2,24.0,7014.199798386446,40432.703950436124
15,2015-03,M,4.2,24.0,9458.31437744597,81523.41233665869
15,2015-04,M,4.2,24.0,6490.898517751173,36681.67845261266
15,2015-04,M,4.2,25.0,517.195245733197,7022.529658108857
15,2015-05,M,4.2,25.0,9149.881083886974,66561.39452487216
15,2015-06,M,4.2,25.0,10562.286796521383,163108.28648959025
15,2015-07,M,4.2,25.0,7929.8938935545775,47633.521328354356
15,2015-08,M,4.2,25.0,8661.508187752881,46673.537110820456
15,2015-09,M,4.2,25.0,10699.075624187817,108065.95844667961
15,2015-10,M,4.2,25.0,4921.526675636003,42220.8352744643
15,2015-11,M,4.2,25.0,9498.346038680165,61929.63446004307
15,2015-12,M,4.2,25.0,9111.806728785701,42373.64752414614
16,2015-01,M,8.0,37.0,8948.227437373565,62636.439459576424
16,2015-02,M,8.0,37.0,7786.787373123507,33320.67258623147
16,2015-03,M,8.0,37.0,7852.002624250116,47692.852827140414
16,2015-04,M,8.0,37.0,7061.485223045799,50415.43569184948
16,2015-05,M,8.0,37.0,4772.953737371738,34581.707338407934
16,2015-05,M,8.0,38.0,3390.39111420153,28521.532592177427
16,2015-06,M,8.0,38.0,5206.590175857798,36951.76992868715
16,2015-07,M,8.0,38.0,6887.685820872948,59709.690254269975
16,2015-08,M,8.0,38.0,10282.427698882973,59085.403489395045
16,2015-09,M,8.0,38.0,8341.637131988375,54858.79335444367
16,2015-10,M,8.0,38.0,11359.337852050452,55748.401786209084
16,2015-11,M,8.0,38.0,9934.870062150632,70385.37646444801
16,2015-12,M,8.0,38.0,7859.444717914985,65977.29981807848
17,2015-01,M,18.5,115.0,11754.94139624092,97158.18625482732
17,2015-02,M,18.5,115.0,3224.4487208369374,38114.26986979321
17,2015-02,M,18.5,116.0,3524.364895515293,29560.091723476195
17,2015-03,M,18.5,116.0,6906.633101633817,48849.911360988655
17,2015-04,M,18.5,116.0,6179.8281890158705,52974.45735087119
17,2015-05,M,18.5,116.0,7158.768789470515,47950.039052284425
17,2015-06,M,18.5,116.0,8101.598569539908,53307.94642998084
17,2015-07,M,18.5,116.0,7820.060728251397,68660.33364864494
17,2015-08,M,18.5,116.0,9716.071733024863,59030.94747759816
17,2015-09,M,18.5,116.0,6868.555734619823,76685.26069835729
17,2015-10,M,18.5,116.0,8209.738963303658,75892.07631734546
17,2015-11,M,18.5,116.0,6851.340779504931,29580.318463156174
17,2015-12,M,18.5,116.0,7862.345933458349,52950.649606199644
18,2015-01,M,16.0,26.0,7918.896266880654,71029.38829936141
18,2015-02,M,16.0,26.0,9100.868053223703,64282.30880662464
18,2015-03,M,16.0,26.0,8550.874101988311,46340.26102752759
18,2015-04,M,16.0,26.0,7849.984812260263,68134.86599171138
18,2015-05,M,16.0,26.0,11394.908020003333,88132.19353359958
18,2015-06,M,16.0,26.0,9329.482087378483,52629.05644753972
18,2015-07,M,16.0,26.0,9510.288297732812,63939.41233524474
18,2015-08,M,16.0,26.0,9119.00341425085,74815.99070048778
18,2015-09,M,16.0,26.0,8358.368191845604,71400.47816042912
18,2015-10,M,16.0,26.0,7531.952710951243,75577.57573903419
18,2015-11,M,16.0,26.0,9791.258720948816,66666.44066653053
18,2015-12,M,16.0,27.0,9871.631016478255,161476.68030029454
19,2015-01,M,12.4,115.0,8434.250494841746,80498.52423641071
19,2015-02,M,12.4,115.0,1763.7381799401817,9387.254381429024
19,2015-02,M,12.4,116.0,7829.818877008893,140070.0440600441
19,2015-03,M,12.4,116.0,7269.286570097352,42192.7737303393
19,2015-04,M,12.4,116.0,8036.858115773838,68649.23202412321
19,2015-05,M,12.4,116.0,7149.442526884935,74438.00641315855
19,2015-06,M,12.4,116.0,7436.470002512633,57711.18220724204
19,2015-07,M,12.4,116.0,8109.776757805052,68631.76577504176
19,2015-08,M,12.4,116.0,8533.793743603937,59471.02625482577
19,2015-09,M,12.4,116.0,9150.524299961126,63528.890893295706
19,2015-10,M,12.4,116.0,7490.05324569223,72374.22426078832
19,2015-11,M,12.4,116.0,7480.7186341571605,59615.124341349336
19,2015-12,M,12.4,116.0,7546.585413117622,52020.604417722825
20,2015-01,M,18.1,41.0,9476.222425088134,59360.52479930485
20,2015-02,M,18.1,41.0,7408.849635112425,35605.03821925112
20,2015-02,M,18.1,42.0,1651.0895745128316,7450.598267490668
20,2015-03,M,18.1,42.0,7811.408787433687,51189.37232050596
20,2015-04,M,18.1,42.0,8385.648534775984,47263.63408994227
20,2015-05,M,18.1,42.0,6407.957927020832,37347.491484990125
20,2015-06,M,18.1,42.0,10181.634444403542,51886.498484411524
20,2015-07,M,18.1,42.0,7110.288927668901,68911.6497058871
20,2015-08,M,18.1,42.0,7498.665319633303,57757.307259104105
20,2015-09,M,18.1,42.0,7443.941577861274,60461.573175345104
20,2015-10,M,18.1,42.0,8530.145853852078,46805.90083813608
20,2015-11,M,18.1,42.0,8496.328208631961,77418.35222328319
20,2015-12,M,18.1,42.0,6938.475488581021,54671.28188263091
21,2015-01,M,7.5,22.0,9218.845023165959,73481.73155372794
21,2015-02,M,7.5,22.0,8122.328372891758,44697.81078708033
21,2015-03,M,7.5,22.0,6904.985218275454,42893.17428874521
21,2015-04,M,7.5,22.0,6719.147600925915,40099.35566083417
21,2015-05,M,7.5,22.0,7079.769663322359,46469.51990409111
21,2015-06,M,7.5,22.0,7689.85502128013,70540.24711038415
21,2015-07,M,7.5,22.0,5903.511733813534,43764.16898904375
21,2015-07,M,7.5,23.0,2031.106170765687,12286.546960097256
21,2015-08,M,7.5,23.0,10918.748514688437,92671.31227881195
21,2015-09,M,7.5,23.0,11834.228775830665,43545.60663348843
21,2015-10,M,7.5,23.0,6314.396055582682,59432.40719561586
21,2015-11,M,7.5,23.0,10545.392764909644,90996.44413372161
21,2015-12,M,7.5,23.0,9803.75209541167,69478.41560554372
22,2015-01,M,13.8,39.0,9926.14567581079,75284.46392399394
22,2015-01,M,13.8,40.0,1067.2467556732058,10127.85420748165
22,2015-02,M,13.8,40.0,7189.348812143311,47085.750112743335
22,2015-03,M,13.8,40.0,10316.05837151289,81689.53180676886
22,2015-04,M,13.8,40.0,8928.885400595633,61668.080543720615
22,2015-05,M,13.8,40.0,8192.521049459998,77974.20124092365
22,2015-06,M,13.8,40.0,7446.157207785596,57808.527948022864
22,2015-07,M,13.8,40.0,6140.8315917531745,29610.035849726366
22,2015-08,M,13.8,40.0,7369.8284548266965,52149.33040271066
22,2015-09,M,13.8,40.0,7128.727660071545,42185.811551122875
22,2015-10,M,13.8,40.0,9209.393817540422,54320.1195267096
22,2015-11,M,13.8,40.0,7203.34061802345,52345.40351088556
22,2015-12,M,13.8,40.0,8670.586741865312,64227.25941910181
24,2015-01,M,12.8,22.0,10008.239642276292,80610.69307921945
24,2015-02,M,12.8,22.0,5142.203912389699,46483.386239653504
24,2015-03,M,12.8,22.0,6854.380832157394,50647.26908029561
24,2015-04,M,12.8,22.0,2095.764018372767,9688.109167145272
24,2015-04,M,12.8,23.0,6669.838921562593,53472.23583039373
24,2015-05,M,12.8,23.0,9128.265180079932,107561.8346257413
24,2015-06,M,12.8,23.0,7811.304168398537,56503.3129018867
24,2015-07,M,12.8,23.0,13584.093956113365,78210.5997537102
24,2015-08,M,12.8,23.0,8348.17922194142,62774.03551195232
24,2015-09,M,12.8,23.0,7986.576759483336,68849.11717794674
24,2015-10,M,12.8,23.0,7969.688117549247,53181.21846878734
24,2015-11,M,12.8,23.0,10169.755896533588,79314.27811113796
24,2015-12,M,12.8,23.0,6773.776866536797,43767.48592392332
25,2015-01,M,14.6,24.0,6446.0576387280225,55693.87443724111
25,2015-02,M,14.6,24.0,9325.496566341859,55760.189855761055
25,2015-03,M,14.6,24.0,6829.2043904187285,52805.92614048927
25,2015-04,M,14.6,24.0,10282.312434620504,99851.27953700414
25,2015-05,M,14.6,24.0,11156.668447409462,68549.88149239845
25,2015-06,M,14.6,24.0,5964.488258418255,45252.03877414351
25,2015-07,M,14.6,24.0,625.4042571792068,8366.630980537722
25,2015-07,M,14.6,25.0,5856.108927328907,57367.720244380995
25,2015-08,M,14.6,25.0,7638.714905068588,64657.52811393517
25,2015-09,M,14.6,25.0,7014.436301971826,54252.554547054366
25,2015-10,M,14.6,25.0,9661.553379683632,54798.21657469218
25,2015-11,M,14.6,25.0,8236.932883233136,52304.58996074762
25,2015-12,M,14.6,25.0,10633.29287543961,74763.78748458809
26,2015-01,F,2.7,37.0,8845.85245294449,79485.17380346483
26,2015-02,F,2.7,37.0,7288.319626260847,62255.02052263548
26,2015-03,F,2.7,37.0,8578.339480201865,53040.401765690796
26,2015-04,F,2.7,37.0,8041.308211473547,61325.51539220734
26,2015-05,F,2.7,37.0,8081.385222966057,75636.30218589539
26,2015-06,F,2.7,37.0,8693.428019354125,70992.39664784702
26,2015-07,F,2.7,37.0,10323.282536964574,48205.42575786228
26,2015-08,F,2.7,37.0,6978.43889188185,56781.9761908835
26,2015-09,F,2.7,37.0,9185.048526836723,83852.120102448
26,2015-09,F,2.7,38.0,586.7285404011031,4502.985204159568
26,2015-10,F,2.7,38.0,8772.854005141824,94993.27198388297
26,2015-11,F,2.7,38.0,7502.1000151408525,65293.30669558444
26,2015-12,F,2.7,38.0,8868.221499189376,57480.338332656065
27,2015-01,M,12.8,44.0,6745.523433727522,37606.61196234206
27,2015-02,M,12.8,44.0,7338.083046745387,40348.896949081136
27,2015-03,M,12.8,44.0,6961.798750891457,44812.358639996644
27,2015-04,M,12.8,44.0,5597.042624549716,63493.68435613792
27,2015-05,M,12.8,44.0,9311.610981746742,139837.34746848338
27,2015-06,M,12.8,44.0,6360.200923283233,49877.170146999306
27,2015-07,M,12.8,44.0,8413.854824127251,67796.14084182157
27,2015-08,M,12.8,44.0,7114.339895633256,42373.42589346145
27,2015-09,M,12.8,44.0,8185.209479749996,72237.93540774398
27,2015-10,M,12.8,44.0,6585.119535278862,44237.00901546492
27,2015-11,M,12.8,44.0,2908.865153464422,17714.682152611185
27,2015-11,M,12.8,45.0,3738.5084604927247,26994.329766074705
27,2015-12,M,12.8,45.0,10458.122642160377,52845.04377152744
28,2015-01,M,4.4,55.0,6771.184784323635,70030.06635201034
28,2015-02,M,4.4,55.0,5587.120421793449,42064.556318698655
28,2015-03,M,4.4,55.0,7075.695836583171,55564.2482218362
28,2015-04,M,4.4,55.0,7755.194091431792,77161.6338042149
28,2015-05,M,4.4,55.0,7734.94950540531,52965.36188494823
28,2015-06,M,4.4,55.0,6278.50784379605,57199.18062200067
28,2015-07,M,4.4,55.0,8435.661309405661,63722.980092597754
28,2015-08,M,4.4,55.0,6715.793565197108,60785.66812040302
28,2015-09,M,4.4,55.0,5957.540213788355,38700.71034892741
28,2015-10,M,4.4,55.0,6765.327738574371,68129.72066098753
28,2015-11,M,4.4,55.0,9110.517384297276,63540.99279558139
28,2015-12,M,4.4,55.0,6805.956577295981,36762.217430180724
28,2015-12,M,4.4,56.0,2760.4931573195786,31417.209784459115
29,2015-01,M,10.7,36.0,7017.120869255309,46771.952255555676
29,2015-02,M,10.7,36.0,10784.242744552994,66464.8717925592
29,2015-03,M,10.7,36.0,7377.578784541341,59542.98057245105
29,2015-04,M,10.7,36.0,8819.45390075631,69008.48504123325
29,2015-05,M,10.7,36.0,8010.9679591184695,54487.45130695624
29,2015-06,M,10.7,36.0,11048.22350044614,67934.12158487775
29,2015-07,M,10.7,36.0,8221.503102810506,59058.297332654656
29,2015-08,M,10.7,36.0,11688.790525720298,61183.60601415871
29,2015-09,M,10.7,36.0,10623.764944503482,87181.2646375519
29,2015-10,M,10.7,36.0,2120.138187257795,15489.45386413528
29,2015-10,M,10.7,37.0,5748.542595253218,82093.01109691526
29,2015-11,M,10.7,37.0,7305.638414306948,54168.09365072736
29,2015-12,M,10.7,37.0,8385.481834168082,75778.25122610536
30,2015-01,M,9.2,35.0,7658.011840068593,81282.6536176196
30,2015-02,M,9.2,35.0,6763.747700470304,50729.698488697926
30,2015-03,M,9.2,36.0,9169.892019402532,78726.58498964529
30,2015-04,M,9.2,36.0,9185.100595717167,99531.64912738366
30,2015-05,M,9.2,36.0,12034.034680885476,91639.13966479084
30,2015-06,M,9.2,36.0,9953.057185280413,80317.6328581458
30,2015-07,M,9.2,36.0,7384.874704215512,65645.52200138975
30,2015-08,M,9.2,36.0,7301.242870874466,75738.639264304
30,2015-09,M,9.2,36.0,7482.940345737581,60475.22581798415
30,2015-10,M,9.2,36.0,6841.10797997991,60396.63058381388
30,2015-11,M,9.2,36.0,7776.432774807527,101338.259222631
30,2015-12,M,9.2,36.0,8327.869700413368,53070.181609804495
31,2015-01,U,16.8,26.0,6310.335095591892,50759.58412395853
31,2015-02,U,16.8,26.0,10396.431528762965,78579.31506604055
31,2015-03,U,16.8,26.0,7292.469794050469,47056.568173550164
31,2015-04,U,16.8,26.0,8125.759784441531,47752.30131917955
31,2015-05,U,16.8,26.0,7869.235265108234,52355.267180621246
31,2015-06,U,16.8,26.0,10793.929419392236,77617.3082147129
31,2015-07,U,16.8,26.0,8053.907824891817,72232.19965022286
31,2015-08,U,16.8,26.0,4399.560504234463,28417.201891813558
31,2015-08,U,16.8,27.0,2822.488731991927,21887.7581915598
31,2015-09,U,16.8,27.0,6845.2625253503265,58774.18479582857
31,2015-10,U,16.8,27.0,11376.086674252596,107903.37911558551
31,2015-11,U,16.8,27.0,8360.822521700436,76424.80437498035
31,2015-12,U,16.8,27.0,8364.262670004118,61956.599195288705
32,2015-01,M,2.4,45.0,7426.600980084155,55368.340035286405
32,2015-02,M,2.4,45.0,7985.6718768166465,49953.00556687586
32,2015-03,M,2.4,45.0,7262.147073151441,66718.88749996306
32,2015-04,M,2.4,45.0,8621.742525702104,74080.44703465168
32,2015-05,M,2.4,45.0,6675.3049317440245,61965.52637343524
32,2015-06,M,2.4,45.0,7080.479274755678,45293.75256040385
32,2015-07,M,2.4,45.0,7425.805401399223,60804.8332345091
32,2015-08,M,2.4,45.0,5660.570907823604,44408.285194287084
32,2015-09,M,2.4,45.0,4990.199160636748,31429.23019709064
32,2015-09,M,2.4,46.0,1986.0525887997114,16507.36907190622
32,2015-10,M,2.4,46.0,11861.980358317614,103547.6971102982
32,2015-11,M,2.4,46.0,10145.16773422268,71476.66521613949
32,2015-12,M,2.4,46.0,6273.052080026669,44652.227139521536
33,2015-01,M,15.2,44.0,8038.541115685746,91837.89697151478
33,2015-02,M,15.2,44.0,8187.095744816267,60117.76493975547
33,2015-03,M,15.2,44.0,3534.1511727075626,17130.20742428687
33,2015-03,M,15.2,45.0,7004.049180307397,65031.09565149487
33,2015-04,M,15.2,45.0,8189.907389494768,54276.54843069092
33,2015-05,M,15.2,45.0,7491.87677231763,78298.41465123242
33,2015-06,M,15.2,45.0,6516.0431650037035,48720.70745898768
33,2015-07,M,15.2,45.0,7777.493497516861,67223.46924718512
33,2015-08,M,15.2,45.0,8559.422115212177,89401.77122408827
33,2015-09,M,15.2,45.0,8827.217050166246,148976.818726087
33,2015-10,M,15.2,45.0,7491.765106952952,61130.033017448855
33,2015-11,M,15.2,45.0,7145.363827766437,90284.49060638802
33,2015-12,M,15.2,45.0,8483.598296099495,45568.914394241576
34,2015-01,M,18.6,115.0,7958.613210006494,51064.274751368415
34,2015-02,M,18.6,115.0,1556.3660834405755,16795.961301725765
34,2015-02,M,18.6,116.0,6324.486026178031,71698.86837369739
34,2015-03,M,18.6,116.0,12010.800424512823,101225.26182416618
34,2015-04,M,18.6,116.0,9341.637186074398,68758.40620969505
34,2015-05,M,18.6,116.0,7016.613560215746,53302.01595832535
34,2015-06,M,18.6,116.0,12536.89605143951,77356.77469542809
34,2015-07,M,18.6,116.0,10130.2236140505,78220.31649278641
34,2015-08,M,18.6,116.0,7415.088913123735,41504.25217948006
34,2015-09,M,18.6,116.0,9645.78512413184,71351.10930129097
34,2015-10,M,18.6,116.0,7262.274992857801,57805.77505223309
34,2015-11,M,18.6,116.0,9717.311563799904,58495.91532458781
34,2015-12,M,18.6,116.0,7407.152788971182,63270.063908393095
35,2015-01,M,4.0,43.0,10467.815929428773,107336.0941938366
35,2015-02,M,4.0,43.0,7942.992549689528,63220.17885076753
35,2015-03,M,4.0,43.0,7108.708823877386,57645.73026347788
35,2015-04,M,4.0,43.0,13264.20027049353,77947.50295848146
35,2015-05,M,4.0,43.0,6911.564870798615,58309.06777408053
35,2015-06,M,4.0,43.0,11776.940846754895,95752.2577328897
35,2015-07,M,4.0,43.0,9167.595548780693,69839.25288101194
35,2015-08,M,4.0,43.0,10839.511542511258,166248.99346561407
35,2015-09,M,4.0,43.0,8907.040258839157,73654.72727335602
